Approved symbol	NCBI Gene ID	Approved name
SPATA20P1		spermatogenesis associated 20 pseudogene 1
SPATA21	374955	spermatogenesis associated 21
SPATA22	84690	spermatogenesis associated 22
SPATA24	202051	spermatogenesis associated 24
SPATA25	128497	spermatogenesis associated 25
SPATA31A1	647060	SPATA31 subfamily A member 1
SPATA31A3	727830	SPATA31 subfamily A member 3
SPATA31A5	727905	SPATA31 subfamily A member 5
SPATA31A6	389730	SPATA31 subfamily A member 6
SPATA31A7	26165	SPATA31 subfamily A member 7
SPATA31B1P	404770	SPATA31 subfamily B member 1, pseudogene
SPATA31C1	441452	SPATA31 subfamily C member 1
SPATA31C2	645961	SPATA31 subfamily C member 2
SPATA31D1	389763	SPATA31 subfamily D member 1
SPATA31D2P	100130636	SPATA31 subfamily D member 2, pseudogene
SPATA31D3	389762	SPATA31 subfamily D member 3
SPATA31D4	389761	SPATA31 subfamily D member 4
SPATA31D5P	347127	SPATA31 subfamily D member 5, pseudogene
SPATA31E1	286234	SPATA31 subfamily E member 1
SPATA31E2P	646177	SPATA31 subfamily E member 2, pseudogene
SPATA31E3P	646507	SPATA31 subfamily E member 3, pseudogene
SPATA32	124783	spermatogenesis associated 32
SPATA33	124045	spermatogenesis associated 33
SPATA41	388182	spermatogenesis associated 41
SPATA42	642864	spermatogenesis associated 42
SPATA45	149643	spermatogenesis associated 45
SPATA46	284680	spermatogenesis associated 46
SPATA48	100130988	spermatogenesis associated 48
SPATC1	375686	spermatogenesis and centriole associated 1
SPATC1L	84221	spermatogenesis and centriole associated 1 like
SPATS1	221409	spermatogenesis associated serine rich 1
SPATS2	65244	spermatogenesis associated serine rich 2
SPATS2L	26010	spermatogenesis associated serine rich 2 like
SPC24	147841	SPC24 component of NDC80 kinetochore complex
SPC25	57405	SPC25 component of NDC80 kinetochore complex
SPCS1	28972	signal peptidase complex subunit 1
SPCS2	9789	signal peptidase complex subunit 2
SPCS2P1	100131250	signal peptidase complex subunit 2 pseudogene 1
SPCS2P2	644573	signal peptidase complex subunit 2 pseudogene 2
SPCS2P3	100288739	signal peptidase complex subunit 2 pseudogene 3
SPCS2P4	653566	signal peptidase complex subunit 2 pseudogene 4
SPCS3	60559	signal peptidase complex subunit 3
SPDEF	25803	SAM pointed domain containing ETS transcription factor
SPDL1	54908	spindle apparatus coiled-coil protein 1
SPDYA	245711	speedy/RINGO cell cycle regulator family member A
SPDYC	387778	speedy/RINGO cell cycle regulator family member C
SPDYE1	285955	speedy/RINGO cell cycle regulator family member E1
SPDYE2	441273	speedy/RINGO cell cycle regulator family member E2
SPDYE2B	100310812	speedy/RINGO cell cycle regulator family member E2B
SPDYE3	441272	speedy/RINGO cell cycle regulator family member E3
SPDYE4	388333	speedy/RINGO cell cycle regulator family member E4
SPDYE5	442590	speedy/RINGO cell cycle regulator family member E5
SPDYE6	729597	speedy/RINGO cell cycle regulator family member E6
SPDYE7P	441251	speedy/RINGO cell cycle regulator family member E7, pseudogene
SPDYE8P	728524	speedy/RINGO cell cycle regulator family member E8, pseudogene
SPDYE9P	643909	speedy/RINGO cell cycle regulator family member E9, pseudogene
SPDYE10P	643862	speedy/RINGO cell cycle regulator family member E10, pseudogene
SPDYE11	100996746	speedy/RINGO cell cycle regulator family member E11
SPDYE12P	100101268	speedy/RINGO cell cycle regulator family member E12, pseudogene
SPDYE13P	105180390	speedy/RINGO cell cycle regulator family member E13, pseudogene
SPDYE14P	641776	speedy/RINGO cell cycle regulator family member E14, pseudogene
SPDYE15P	105180391	speedy/RINGO cell cycle regulator family member E15, pseudogene
SPDYE16	102723555	speedy/RINGO cell cycle regulator family member E16
SPDYE17	102723849	speedy/RINGO cell cycle regulator family member E17
SPDYE18	100505767	speedy/RINGO cell cycle regulator family member E18
SPDYE19P	100130307	speedy/RINGO cell cycle regulator family member E19, pseudogene
SPDYE20P	101060280	speedy/RINGO cell cycle regulator family member E20, pseudogene
SPDYE21P	442572	speedy/RINGO cell cycle regulator family member E21, pseudogene
SPDYE22P	100420854	speedy/RINGO cell cycle regulator family member E22, pseudogene
SPECC1	92521	sperm antigen with calponin homology and coiled-coil domains 1
SPECC1L	23384	sperm antigen with calponin homology and coiled-coil domains 1 like
SPECC1L-ADORA2A	101730217	SPECC1L-ADORA2A readthrough (NMD candidate)
SPECC1P1	100418862	SPECC1 pseudogene 1
SPECC1P2		SPECC1 pseudogene 2
SPEF1	25876	sperm flagellar 1
SPEF2	79925	sperm flagellar 2
SPEG	10290	striated muscle enriched protein kinase
SPEGNB	100996693	SPEG neighbor
SPEM1	374768	spermatid maturation 1
SPEM2	201243	SPEM family member 2
SPEM3	107983988	SPEM family member 3
SPEN	23013	spen family transcriptional repressor
SPERT	220082	spermatid associated
SPESP1	246777	sperm equatorial segment protein 1
SPG3B		spastic paraplegia 3B
SPG5B		spastic paraplegia 5B (autosomal recessive)
SPG7	6687	SPG7 matrix AAA peptidase subunit, paraplegin
SPG11	80208	SPG11 vesicle trafficking associated, spatacsin
SPG14	57309	spastic paraplegia 14 (autosomal recessive)
SPG16		spastic paraplegia 16 (complicated, X-linked recessive)
SPG19	140907	spastic paraplegia 19 (autosomal dominant)
SPG21	51324	SPG21 abhydrolase domain containing, maspardin
SPG23	353293	spastic paraplegia 23 (autosomal recessive)
SPG24	338090	spastic paraplegia 24 (autosomal recessive)
SPG25		spastic paraplegia 25 (autosomal recessive, with disc herniation)
SPG27	414886	spastic paraplegia 27 (autosomal recessive)
SPG29	619379	spastic paraplegia 29 (autosomal dominant)
SPG32		spastic paraplegia 32 (autosomal recessive)
SPG34		spastic paraplegia 34 (autosomal dominant)
SPG36		spastic paraplegia 36 (autosomal dominant)
SPG37		spastic paraplegia 37 (autosomal dominant)
SPG38		spastic paraplegia 38 (autosomal dominant, Silver syndrome)
SPG41		spastic paraplegia 41 (autosomal dominant)
SPG45		spastic paraplegia 45 (autosomal recessive)
SPG56		spastic paraplegia 56 (autosomal dominant)
SPHAR	10638	S-phase response (cyclin related)
SPHK1	8877	sphingosine kinase 1
SPHK2	56848	sphingosine kinase 2
SPHKAP	80309	SPHK1 interactor, AKAP domain containing
SPI1	6688	Spi-1 proto-oncogene
SPIB	6689	Spi-B transcription factor
SPIC	121599	Spi-C transcription factor
SPICE1	152185	spindle and centriole associated protein 1
SPIDR	23514	scaffold protein involved in DNA repair
SPIN1	10927	spindlin 1
SPIN2A	54466	spindlin family member 2A
SPIN2B	474343	spindlin family member 2B
SPIN3	169981	spindlin family member 3
SPIN4	139886	spindlin family member 4
SPIN4-AS1		SPIN4 antisense RNA 1
SPINDOC	144097	spindlin interactor and repressor of chromatin binding
SPINK1	6690	serine peptidase inhibitor, Kazal type 1
SPINK2	6691	serine peptidase inhibitor, Kazal type 2
SPINK4	27290	serine peptidase inhibitor, Kazal type 4
SPINK5	11005	serine peptidase inhibitor, Kazal type 5
SPINK6	404203	serine peptidase inhibitor, Kazal type 6
SPINK7	84651	serine peptidase inhibitor, Kazal type 7 (putative)
SPINK8	646424	serine peptidase inhibitor, Kazal type 8 (putative)
SPINK9	643394	serine peptidase inhibitor, Kazal type 9
SPINK13	153218	serine peptidase inhibitor, Kazal type 13 (putative)
SPINK14	408187	serine peptidase inhibitor, Kazal type 14 (putative)
SPINT1	6692	serine peptidase inhibitor, Kunitz type 1
SPINT1-AS1	102724362	SPINT1 antisense RNA 1
SPINT2	10653	serine peptidase inhibitor, Kunitz type 2
SPINT3	10816	serine peptidase inhibitor, Kunitz type 3
SPINT4	391253	serine peptidase inhibitor, Kunitz type 4
SPINT5P		serine peptidase inhibitor, Kunitz type 5, pseudogene
SPIRE1	56907	spire type actin nucleation factor 1
SPIRE2	84501	spire type actin nucleation factor 2
SPN		sialophorin
SPNS1	83985	sphingolipid transporter 1 (putative)
SPNS2	124976	sphingolipid transporter 2
SPNS3	201305	sphingolipid transporter 3 (putative)
SPO11	23626	SPO11 initiator of meiotic double stranded breaks
SPOCD1	90853	SPOC domain containing 1
SPOCK1	6695	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1
SPOCK2	9806	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2
SPOCK3	50859	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3
SPON1	10418	spondin 1
SPON1-AS1		SPON1 antisense RNA 1
SPON2	10417	spondin 2
SPOP	8405	speckle type BTB/POZ protein
SPOPL	339745	speckle type BTB/POZ protein like
SPOUT1	51490	SPOUT domain containing methyltransferase 1
SPP1	6696	secreted phosphoprotein 1
SPP2	6694	secreted phosphoprotein 2
SPPL2A	84888	signal peptide peptidase like 2A
SPPL2B	56928	signal peptide peptidase like 2B
SPPL2C	162540	signal peptide peptidase like 2C
SPPL3	121665	signal peptide peptidase like 3
SPR	6697	sepiapterin reductase
SPRED1	161742	sprouty related EVH1 domain containing 1
SPRED2	200734	sprouty related EVH1 domain containing 2
SPRED3	399473	sprouty related EVH1 domain containing 3
SPRN	503542	shadow of prion protein
SPRNP1	399833	shadow of prion protein pseudogene 1
SPRR1A	6698	small proline rich protein 1A
SPRR1B	6699	small proline rich protein 1B
SPRR2A	6700	small proline rich protein 2A
SPRR2B	6701	small proline rich protein 2B
SPRR2C	6702	small proline rich protein 2C (pseudogene)
SPRR2D	6703	small proline rich protein 2D
SPRR2E	6704	small proline rich protein 2E
SPRR2F	6705	small proline rich protein 2F
SPRR2G	6706	small proline rich protein 2G
SPRR3	6707	small proline rich protein 3
SPRR4	163778	small proline rich protein 4
SPRR5		small proline rich protein 5
SPRTN	83932	SprT-like N-terminal domain
SPRY1	10252	sprouty RTK signaling antagonist 1
SPRY2	10253	sprouty RTK signaling antagonist 2
SPRY3	10251	sprouty RTK signaling antagonist 3
SPRY4	81848	sprouty RTK signaling antagonist 4
SPRY4-AS1	101926941	SPRY4 antisense RNA 1
SPRY4-IT1	100642175	SPRY4 intronic transcript 1
SPRYD3	84926	SPRY domain containing 3
SPRYD4	283377	SPRY domain containing 4
SPRYD7	57213	SPRY domain containing 7
SPRYD7P1	100130843	SPRY domain containing 7 pseudogene 1
SPSB1	80176	splA/ryanodine receptor domain and SOCS box containing 1
SPSB2	84727	splA/ryanodine receptor domain and SOCS box containing 2
SPSB3	90864	splA/ryanodine receptor domain and SOCS box containing 3
SPSB4	92369	splA/ryanodine receptor domain and SOCS box containing 4
SPTA1	6708	spectrin alpha, erythrocytic 1
SPTAN1	6709	spectrin alpha, non-erythrocytic 1
SPTB	6710	spectrin beta, erythrocytic
SPTBN1	6711	spectrin beta, non-erythrocytic 1
SPTBN2	6712	spectrin beta, non-erythrocytic 2
SPTBN4	57731	spectrin beta, non-erythrocytic 4
SPTBN5	51332	spectrin beta, non-erythrocytic 5
SPTLC1	10558	serine palmitoyltransferase long chain base subunit 1
SPTLC1P1		serine palmitoyltransferase long chain base subunit 1 pseudogene 1
SPTLC1P2		serine palmitoyltransferase long chain base subunit 1 pseudogene 2
SPTLC1P3		serine palmitoyltransferase long chain base subunit 1 pseudogene 3
SPTLC1P4		serine palmitoyltransferase long chain base subunit 1 pseudogene 4
SPTLC1P5		serine palmitoyltransferase long chain base subunit 1 pseudogene 5
SPTLC2	9517	serine palmitoyltransferase long chain base subunit 2
SPTLC3	55304	serine palmitoyltransferase long chain base subunit 3
SPTSSA	171546	serine palmitoyltransferase small subunit A
SPTSSB	165679	serine palmitoyltransferase small subunit B
SPTY2D1	144108	SPT2 chromatin protein domain containing 1
SPTY2D1OS	100506540	SPTY2D1 opposite strand
SPX	80763	spexin hormone
SPZ1	84654	spermatogenic leucine zipper 1
SQLE	6713	squalene epoxidase
SQOR	58472	sulfide quinone oxidoreductase
SQSTM1	8878	sequestosome 1
SQSTM1P1		sequestosome 1 pseudogene 1
SRA1	10011	steroid receptor RNA activator 1
SRARP	149563	steroid receptor associated and regulated protein
SRBD1	55133	S1 RNA binding domain 1
SRC	6714	SRC proto-oncogene, non-receptor tyrosine kinase
SRCAP	10847	Snf2 related CREBBP activator protein
SRCIN1	80725	SRC kinase signaling inhibitor 1
SRD5A1	6715	steroid 5 alpha-reductase 1
SRD5A1P1	6719	steroid 5 alpha-reductase 1 pseudogene 1
SRD5A2	6716	steroid 5 alpha-reductase 2
SRD5A3	79644	steroid 5 alpha-reductase 3
SRD5A3-AS1	100506462	SRD5A3 antisense RNA 1
SRD5A3P1	390203	steroid 5 alpha-reductase 3 pseudogene 1
SREBF1	6720	sterol regulatory element binding transcription factor 1
SREBF2	6721	sterol regulatory element binding transcription factor 2
SREBF2-AS1		SREBF2 antisense RNA 1
SREK1	140890	splicing regulatory glutamic acid and lysine rich protein 1
SREK1IP1	285672	SREK1 interacting protein 1
SRF	6722	serum response factor
SRFBP1	153443	serum response factor binding protein 1
SRGAP1	57522	SLIT-ROBO Rho GTPase activating protein 1
SRGAP2	23380	SLIT-ROBO Rho GTPase activating protein 2
SRGAP2-AS1	100873165	SRGAP2 antisense RNA 1
SRGAP2B	647135	SLIT-ROBO Rho GTPase activating protein 2B
SRGAP2C	653464	SLIT-ROBO Rho GTPase activating protein 2C
SRGAP2D	100996712	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
SRGAP3	9901	SLIT-ROBO Rho GTPase activating protein 3
SRGAP3-AS1		SRGAP3 antisense RNA 1
SRGAP3-AS2	101927416	SRGAP3 antisense RNA 2
SRGAP3-AS3	100288831	SRGAP3 antisense RNA 3
SRGAP3-AS4		SRGAP3 antisense RNA 4
SRGN	5552	serglycin
SRGNP1		serglycin pseudogene 1
SRI	6717	sorcin
SRIP1	6644	sorcin pseudogene 1
SRIP2		sorcin pseudogene 2
SRIP3		sorcin pseudogene 3
SRL	6345	sarcalumenin
SRM	6723	spermidine synthase
SRMP1	170552	spermidine synthase pseudogene 1
SRMP2	326269	spermidine synthase pseudogene 2
SRMS	6725	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites
SRP9	6726	signal recognition particle 9
SRP9P1	653226	signal recognition particle 9 pseudogene 1
SRP14	6727	signal recognition particle 14
SRP14-AS1	100131089	SRP14 antisense RNA1 (head to head)
SRP14P1	390284	signal recognition particle 14 pseudogene 1
SRP14P2		signal recognition particle 14 pseudogene 2
SRP14P3		signal recognition particle 14 pseudogene 3
SRP14P4		signal recognition particle 14 pseudogene 4
SRP19	6728	signal recognition particle 19
SRP54	6729	signal recognition particle 54
SRP54-AS1	100506157	SRP54 antisense RNA 1 (head to head)
SRP68	6730	signal recognition particle 68
SRP68P1	252841	signal recognition particle 68 pseudogene 1
SRP68P2	252840	signal recognition particle 68 pseudogene 2
SRP68P3	347717	signal recognition particle 68 pseudogene 3
SRP72	6731	signal recognition particle 72
SRP72P1	100420752	signal recognition particle 72 pseudogene 1
SRP72P2	153932	signal recognition particle 72 pseudogene 2
SRPK1	6732	SRSF protein kinase 1
SRPK2	6733	SRSF protein kinase 2
SRPK2P	100419416	SRSF protein kinase 2 pseudogene
SRPK3	26576	SRSF protein kinase 3
SRPRA	6734	SRP receptor subunit alpha
SRPRB	58477	SRP receptor subunit beta
SRPX	8406	sushi repeat containing protein X-linked
SRPX2	27286	sushi repeat containing protein X-linked 2
SRR	63826	serine racemase
SRRD	402055	SRR1 domain containing
SRRM1	10250	serine and arginine repetitive matrix 1
SRRM1P1	401475	serine/arginine repetitive matrix 1 pseudogene 1
SRRM1P2	100420834	serine/arginine repetitive matrix 1 pseudogene 2
SRRM1P3	100130190	serine/arginine repetitive matrix 1 pseudogene 3
SRRM2	23524	serine/arginine repetitive matrix 2
SRRM2-AS1	100128788	SRRM2 antisense RNA 1
SRRM3	222183	serine/arginine repetitive matrix 3
SRRM4	84530	serine/arginine repetitive matrix 4
SRRM5	100170229	serine/arginine repetitive matrix 5
SRRT	51593	serrate, RNA effector molecule
SRSF1	6426	serine and arginine rich splicing factor 1
SRSF1P1	100128625	serine and arginine rich splicing factor 1 pseudogene 1
SRSF2	6427	serine and arginine rich splicing factor 2
SRSF3	6428	serine and arginine rich splicing factor 3
SRSF4	6429	serine and arginine rich splicing factor 4
SRSF5	6430	serine and arginine rich splicing factor 5
SRSF6	6431	serine and arginine rich splicing factor 6
SRSF7	6432	serine and arginine rich splicing factor 7
SRSF8	10929	serine and arginine rich splicing factor 8
SRSF9	8683	serine and arginine rich splicing factor 9
SRSF9P1	54021	serine and arginine rich splicing factor 9 pseudogene 1
SRSF10	10772	serine and arginine rich splicing factor 10
SRSF10P1	100130799	serine and arginine rich splicing factor 10 pseudogene 1
SRSF10P2	171472	serine and arginine rich splicing factor 10 pseudogene 2
SRSF11	9295	serine and arginine rich splicing factor 11
SRSF11P1	100421296	serine and arginine rich splicing factor 11 pseudogene 1
SRSF12	135295	serine and arginine rich splicing factor 12
SRXN1	140809	sulfiredoxin 1
SRY	6736	sex determining region Y
SS18	6760	SS18 subunit of BAF chromatin remodeling complex
SS18L1	26039	SS18L1 subunit of BAF chromatin remodeling complex
SS18L2	51188	SS18 like 2
SS18L2P1	646213	SS18 like 2 pseudogene 1
SS18L2P2	724101	SS18 like 2 pseudogene 2
SSB	6741	small RNA binding exonuclease protection factor La
SSBP1	6742	single stranded DNA binding protein 1
SSBP2	23635	single stranded DNA binding protein 2
SSBP3	23648	single stranded DNA binding protein 3
SSBP3-AS1	619518	SSBP3 antisense RNA 1
SSBP4	170463	single stranded DNA binding protein 4
SSC4D	136853	scavenger receptor cysteine rich family member with 4 domains
SSC5D	284297	scavenger receptor cysteine rich family member with 5 domains
SSH1	54434	slingshot protein phosphatase 1
SSH2	85464	slingshot protein phosphatase 2
SSH3	54961	slingshot protein phosphatase 3
SSMEM1	136263	serine rich single-pass membrane protein 1
SSNA1	8636	SS nuclear autoantigen 1
SSPN	8082	sarcospan
SSPO	23145	SCO-spondin
SSR1	6745	signal sequence receptor subunit 1
SSR1P1	100420476	signal sequence receptor subunit 1 pseudogene 1
SSR1P2	100131189	signal sequence receptor subunit 1 pseudogene 2
SSR2	6746	signal sequence receptor subunit 2
SSR3	6747	signal sequence receptor subunit 3
SSR4	6748	signal sequence receptor subunit 4
SSR4P1	728039	signal sequence receptor subunit 4 pseudogene 1
SSRP1	6749	structure specific recognition protein 1
SSSCA1-AS1	254100	SSSCA1 antisense RNA 1 (head to head)
SST	6750	somatostatin
SSTR1		somatostatin receptor 1
SSTR2	6752	somatostatin receptor 2
SSTR3		somatostatin receptor 3
SSTR4	6754	somatostatin receptor 4
SSTR5		somatostatin receptor 5
SSTR5-AS1	146336	SSTR5 antisense RNA 1
SSU72	29101	SSU72 homolog, RNA polymerase II CTD phosphatase
SSU72P1	286528	SSU72 pseudogene 1
SSU72P2	390031	SSU72 pseudogene 2
SSU72P3	143506	SSU72 pseudogene 3
SSU72P4	441584	SSU72 pseudogene 4
SSU72P5	196120	SSU72 pseudogene 5
SSU72P6	643263	SSU72 pseudogene 6
SSU72P7	390033	SSU72 pseudogene 7
SSU72P8	136157	SSU72 pseudogene 8
SSUH2	51066	ssu-2 homolog
SSX1	6756	SSX family member 1
SSX2	6757	SSX family member 2
SSX2B	727837	SSX family member 2B
SSX2IP	117178	SSX family member 2 interacting protein
SSX3	10214	SSX family member 3
SSX4	6759	SSX family member 4
SSX4B	548313	SSX family member 4B
SSX5	6758	SSX family member 5
SSX6P	280657	SSX family member 6, pseudogene
SSX7	280658	SSX family member 7
SSX8P	280659	SSX family member 8, pseudogene
SSX9P	280660	SSX family member 9, pseudogene
SSXP1	100996564	SSX family pseudogene 1
SSXP3	326341	SSX family pseudogene 3
SSXP4	326337	SSX family pseudogene 4
SSXP5	326339	SSX family pseudogene 5
SSXP6	326587	SSX family pseudogene 6
SSXP7	326590	SSX family pseudogene 7
SSXP8	326585	SSX family pseudogene 8
SSXP9	326586	SSX family pseudogene 9
SSXP10	100287603	SSX family pseudogene 10
ST2	6761	suppression of tumorigenicity 2
ST3	6762	suppression of tumorigenicity 3
ST3GAL1	6482	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ST3GAL1P1	100421804	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 pseudogene 1
ST3GAL2	6483	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ST3GAL3	6487	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
ST3GAL4	6484	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
ST3GAL5	8869	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ST3GAL5-AS1	101928113	ST3GAL5 antisense RNA 1 (head to head)
ST3GAL5P1	100421795	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1
ST3GAL6	10402	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
ST3GAL6-AS1		ST3GAL6 antisense RNA 1
ST5	6764	suppression of tumorigenicity 5
ST6GAL1	6480	ST6 beta-galactoside alpha-2,6-sialyltransferase 1
ST6GAL2	84620	ST6 beta-galactoside alpha-2,6-sialyltransferase 2
ST6GAL2-IT1		ST6GAL2 intronic transcript 1
ST6GALNAC1	55808	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
ST6GALNAC2	10610	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2
ST6GALNAC2P1	100422716	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 pseudogene 1
ST6GALNAC3	256435	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
ST6GALNAC4	27090	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
ST6GALNAC4P1		ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1
ST6GALNAC5	81849	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
ST6GALNAC6	30815	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
ST7	7982	suppression of tumorigenicity 7
ST7-AS1	93653	ST7 antisense RNA 1
ST7-AS2	93654	ST7 antisense RNA 2
ST7-OT3	93655	ST7 overlapping transcript 3
ST7-OT4	338069	ST7 overlapping transcript 4
ST7L	54879	suppression of tumorigenicity 7 like
ST8		suppression of tumorigenicity 8 (ovarian)
ST8SIA1	6489	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
ST8SIA2	8128	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
ST8SIA3	51046	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
ST8SIA4	7903	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
ST8SIA5	29906	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
ST8SIA6	338596	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
ST8SIA6-AS1	100128098	ST8SIA6 antisense RNA 1
ST11	8466	suppression of tumorigenicity 11 (pancreas)
ST13	6767	ST13 Hsp70 interacting protein
ST13P1	729992	ST13, Hsp70 interacting protein pseudogene 1
ST13P2	344328	ST13, Hsp70 interacting protein pseudogene 2
ST13P3	144638	ST13, Hsp70 interacting protein pseudogene 3
ST13P4	145165	ST13, Hsp70 interacting protein pseudogene 4
ST13P5	144106	ST13, Hsp70 interacting protein pseudogene 5
ST13P6	157530	ST13, Hsp70 interacting protein pseudogene 6
ST13P7	155019	ST13, Hsp70 interacting protein pseudogene 7
ST13P8	338805	ST13, Hsp70 interacting protein pseudogene 8
ST13P9	390301	ST13, Hsp70 interacting protein pseudogene 9
ST13P10	399950	ST13, Hsp70 interacting protein pseudogene 10
ST13P11	728162	ST13, Hsp70 interacting protein pseudogene 11
ST13P12	100127911	ST13, Hsp70 interacting protein pseudogene 12
ST13P13	401648	ST13, Hsp70 interacting protein pseudogene 13
ST13P14		ST13, Hsp70 interacting protein pseudogene 14
ST13P15		ST13, Hsp70 interacting protein pseudogene 15
ST13P16		ST13, Hsp70 interacting protein pseudogene 16
ST13P17	442730	ST13, Hsp70 interacting protein pseudogene 17
ST13P18	643310	ST13, Hsp70 interacting protein pseudogene 18
ST13P19	100131961	ST13, Hsp70 interacting protein pseudogene 19
ST13P20	729828	ST13, Hsp70 interacting protein pseudogene 20
ST13P21	642818	ST13, Hsp70 interacting protein pseudogene 21
ST13P22		ST13, Hsp70 interacting protein pseudogene 22
ST14	6768	suppression of tumorigenicity 14
ST18	9705	ST18 C2H2C-type zinc finger transcription factor
ST20	400410	suppressor of tumorigenicity 20
ST20-AS1	283687	ST20 antisense RNA 1
ST20-MTHFS	100528021	ST20-MTHFS readthrough
STAB1	23166	stabilin 1
STAB2	55576	stabilin 2
STAC	6769	SH3 and cysteine rich domain
STAC2	342667	SH3 and cysteine rich domain 2
STAC3	246329	SH3 and cysteine rich domain 3
STAG1	10274	stromal antigen 1
STAG2	10735	stromal antigen 2
STAG3	10734	stromal antigen 3
STAG3L1	54441	stromal antigen 3-like 1 (pseudogene)
STAG3L2	442582	stromal antigen 3-like 2 (pseudogene)
STAG3L3	442578	stromal antigen 3-like 3 (pseudogene)
STAG3L4	64940	stromal antigen 3-like 4 (pseudogene)
STAG3L5P	101735302	stromal antigen 3-like 5 pseudogene
STAG3L5P-PVRIG2P-PILRB	101752399	STAG3L5P-PVRIG2P-PILRB readthrough
STAM	8027	signal transducing adaptor molecule
STAM-AS1		STAM antisense RNA 1 (head to head)
STAM2	10254	signal transducing adaptor molecule 2
STAMBP	10617	STAM binding protein
STAMBPL1	57559	STAM binding protein like 1
STAP1	26228	signal transducing adaptor family member 1
STAP2	55620	signal transducing adaptor family member 2
STAR	6770	steroidogenic acute regulatory protein
STARD3		StAR related lipid transfer domain containing 3
STARD3NL		STARD3 N-terminal like
STARD4	134429	StAR related lipid transfer domain containing 4
STARD4-AS1	100505678	STARD4 antisense RNA 1
STARD5	80765	StAR related lipid transfer domain containing 5
STARD6	147323	StAR related lipid transfer domain containing 6
STARD7	56910	StAR related lipid transfer domain containing 7
STARD7-AS1	285033	STARD7 antisense RNA 1
STARD8	9754	StAR related lipid transfer domain containing 8
STARD9	57519	StAR related lipid transfer domain containing 9
STARD10	10809	StAR related lipid transfer domain containing 10
STARD13	90627	StAR related lipid transfer domain containing 13
STARD13-AS	100874241	STARD13 antisense RNA
STARD13-IT1		STARD13 intronic transcript 1
STARP1	6771	steroidogenic acute regulatory protein pseudogene 1
STAT1	6772	signal transducer and activator of transcription 1
STAT2	6773	signal transducer and activator of transcription 2
STAT3	6774	signal transducer and activator of transcription 3
STAT4	6775	signal transducer and activator of transcription 4
STAT5A	6776	signal transducer and activator of transcription 5A
STAT5B	6777	signal transducer and activator of transcription 5B
STAT6	6778	signal transducer and activator of transcription 6
STATH	6779	statherin
STAU1	6780	staufen double-stranded RNA binding protein 1
STAU2	27067	staufen double-stranded RNA binding protein 2
STAU2-AS1	100128126	STAU2 antisense RNA 1
STBD1	8987	starch binding domain 1
STC1	6781	stanniocalcin 1
STC2	8614	stanniocalcin 2
STEAP1	26872	STEAP family member 1
STEAP1B	256227	STEAP family member 1B
STEAP2	261729	STEAP2 metalloreductase
STEAP2-AS1		STEAP2 antisense RNA 1
STEAP3	55240	STEAP3 metalloreductase
STEAP3-AS1		STEAP3 antisense RNA 1
STEAP4	79689	STEAP4 metalloreductase
STH	246744	saitohin
STIL	6491	STIL centriolar assembly protein
STIM1	6786	stromal interaction molecule 1
STIM2	57620	stromal interaction molecule 2
STIM2-AS1	105374546	STIM2 antisense RNA 1
STIMATE	375346	STIM activating enhancer
STIMATE-MUSTN1	100526772	STIMATE-MUSTN1 readthrough
STIP1	10963	stress induced phosphoprotein 1
STIP1P1	100420434	stress induced phosphoprotein 1 pseudogene 1
STIP1P2	100420436	stress induced phosphoprotein 1 pseudogene 2
STIP1P3	441505	stress induced phosphoprotein 1 pseudogene 3
STK3	6788	serine/threonine kinase 3
STK4	6789	serine/threonine kinase 4
STK4-AS1	100505826	STK4 antisense RNA 1 (head to head)
